@relation merge_avg_avg1-weka.filters.unsupervised.attribute.Remove-R1

@attribute R_FG {'Toronto Raptors','Brooklyn Nets','Charlotte Bobcats','Minnesota Timberwolves','Orlando Magic','Phoenix Suns','Los Angeles Lakers','Detroit Pistons','Atlanta Hawks','Milwaukee Bucks','Portland Trail Blazers','Boston Celtics','Sacramento Kings','Denver Nuggets','Chicago Bulls','Cleveland Cavaliers','New York Knicks','Oklahoma City Thunder','Miami Heat','Memphis Grizzlies','Indiana Pacers','Los Angeles Clippers','Washington Wizards','San Antonio Spurs','Golden State Warriors','Utah Jazz','Dallas Mavericks','New Orleans Hornets','Houston Rockets','Philadelphia 76ers'}
@attribute avg_R_FG numeric
@attribute avg_R_FGA numeric
@attribute avg_R_FGP numeric
@attribute avg_R_3P numeric
@attribute avg_R_3PA numeric
@attribute avg_R_3PP numeric
@attribute avg_R_FT numeric
@attribute avg_R_FTA numeric
@attribute avg_R_FTP numeric
@attribute avg_R_ORB numeric
@attribute avg_R_DRB numeric
@attribute avg_R_TRB numeric
@attribute avg_R_AST numeric
@attribute avg_R_STL numeric
@attribute avg_R_BLK numeric
@attribute avg_R_TOV numeric
@attribute avg_R_PF numeric
@attribute avg_R_PTS numeric
@attribute avg_R_HOME numeric
@attribute avg_R_WIN numeric
@attribute avg1_R_FG numeric
@attribute avg1_R_FGA numeric
@attribute avg1_R_FGP numeric
@attribute avg1_R_3P numeric
@attribute avg1_R_3PA numeric
@attribute avg1_R_3PP numeric
@attribute avg1_R_FT numeric
@attribute avg1_R_FTA numeric
@attribute avg1_R_FTP numeric
@attribute avg1_R_ORB numeric
@attribute avg1_R_DRB numeric
@attribute avg1_R_TRB numeric
@attribute avg1_R_AST numeric
@attribute avg1_R_STL numeric
@attribute avg1_R_BLK numeric
@attribute avg1_R_TOV numeric
@attribute avg1_R_PF numeric
@attribute avg1_R_PTS numeric
@attribute avg1_R_HOME numeric
@attribute avg1_R_WIN numeric
@attribute H_TEAM {'Sacramento Kings','Boston Celtics','Golden State Warriors','Washington Wizards','Minnesota Timberwolves','Los Angeles Clippers','Houston Rockets','Brooklyn Nets','Los Angeles Lakers','San Antonio Spurs','Orlando Magic','Miami Heat','Cleveland Cavaliers','New Orleans Hornets','Charlotte Bobcats','Indiana Pacers','Atlanta Hawks','Chicago Bulls','Philadelphia 76ers','Phoenix Suns','Milwaukee Bucks','Utah Jazz','Oklahoma City Thunder','Memphis Grizzlies','Toronto Raptors','New York Knicks','Portland Trail Blazers','Detroit Pistons','Denver Nuggets','Dallas Mavericks'}
@attribute avg_H_FG numeric
@attribute avg_H_FGA numeric
@attribute avg_H_FGP numeric
@attribute avg_H_3P numeric
@attribute avg_H_3PA numeric
@attribute avg_H_3PP numeric
@attribute avg_H_FT numeric
@attribute avg_H_FTA numeric
@attribute avg_H_FTP numeric
@attribute avg_H_ORB numeric
@attribute avg_H_DRB numeric
@attribute avg_H_TRB numeric
@attribute avg_H_AST numeric
@attribute avg_H_STL numeric
@attribute avg_H_BLK numeric
@attribute avg_H_TOV numeric
@attribute avg_H_PF numeric
@attribute avg_H_PTS numeric
@attribute avg_H_HOME numeric
@attribute avg_H_WIN numeric
@attribute avg1_H_FG numeric
@attribute avg1_H_FGA numeric
@attribute avg1_H_FGP numeric
@attribute avg1_H_3P numeric
@attribute avg1_H_3PA numeric
@attribute avg1_H_3PP numeric
@attribute avg1_H_FT numeric
@attribute avg1_H_FTA numeric
@attribute avg1_H_FTP numeric
@attribute avg1_H_ORB numeric
@attribute avg1_H_DRB numeric
@attribute avg1_H_TRB numeric
@attribute avg1_H_AST numeric
@attribute avg1_H_STL numeric
@attribute avg1_H_BLK numeric
@attribute avg1_H_TOV numeric
@attribute avg1_H_PF numeric
@attribute avg1_H_PTS numeric
@attribute avg1_H_HOME numeric
@attribute avg1_H_WIN numeric
@attribute RESULT {0,1}

@data
'Charlotte Bobcats',34.188406,81.434783,0.419826,5.73913,16.884058,0.339914,19.173913,25.623188,0.748303,11.289855,28.884058,40.173913,19.188406,7.289855,6.043478,12.826087,19.304348,93.289855,0.507246,0.231884,32,75,0.426667,4,17,0.235294,23,25,0.92,7,34,41,14,10,9,14,13,91,1,0,'Miami Heat',38.808824,78.191176,0.496333,8.132353,20.955882,0.38807,17.617647,23.161765,0.760635,8.367647,29.955882,38.323529,22.735294,8.911765,5.088235,13.029412,18.985294,103.367647,0.5,0.794118,38,68,0.558824,8,15,0.533333,19,26,0.730769,4,29,33,21,15,6,18,14,103,1,1,1
'Miami Heat',38.764706,78.647059,0.492895,8.235294,21.27451,0.387097,17.45098,22.941176,0.760684,8.588235,30.176471,38.764706,22.27451,8.470588,4.960784,12.941176,19.901961,103.215686,0.509804,0.72549,37,78,0.474359,10,23,0.434783,19,25,0.76,5,28,33,23,11,1,11,15,103,0,1,'Chicago Bulls',35.641509,81.245283,0.43869,4.773585,13.849057,0.344687,17.09434,21.943396,0.77902,12.811321,30.943396,43.754717,22.773585,7.226415,5.339623,14.113208,19.679245,93.150943,0.509434,0.584906,39,84,0.464286,5,13,0.384615,13,17,0.764706,14,33,47,30,10,6,15,19,96,0,1,0
'New Orleans Hornets',35.956522,80.347826,0.447511,7.065217,18.891304,0.373993,14.630435,19.065217,0.767389,11.478261,30.152174,41.630435,21.282609,6.391304,5.26087,13.608696,20.652174,93.608696,0.478261,0.326087,37,78,0.474359,8,22,0.363636,17,28,0.607143,10,33,43,22,5,7,12,32,99,0,0,'Denver Nuggets',39.787234,85.042553,0.467851,6.425532,19.106383,0.336303,17.829787,26.042553,0.684641,13.659574,31.851064,45.510638,23.638298,8.468085,6.425532,14.914894,20.595745,103.829787,0.468085,0.617021,42,82,0.512195,8,28,0.285714,26,36,0.722222,9,31,40,21,9,7,20,23,118,1,1,1
'Brooklyn Nets',34,78,0.435897,7.333333,19.666667,0.372881,16.666667,24,0.694444,10,26.666667,36.666667,18.666667,6.666667,3.333333,16.333333,17,92,0.666667,0.333333,30,80,0.375,3,21,0.142857,10,17,0.588235,13,27,40,12,7,1,19,15,73,0,0,'Orlando Magic',37.75,86,0.438953,6.25,14.25,0.438596,14.5,18.5,0.783784,11.75,32.25,44,22.5,6.25,5.25,12.75,21.25,96.25,0.5,0.5,28,80,0.35,3,12,0.25,16,20,0.8,12,29,41,17,6,7,19,22,75,0,0,0
'Memphis Grizzlies',36.297297,81.635135,0.444628,4.689189,13.472973,0.348044,16.5,21.202703,0.778203,13.040541,29.445946,42.486486,20.905405,8.554054,5.202703,13.472973,20.22973,93.783784,0.513514,0.675676,36,79,0.455696,2,7,0.285714,18,24,0.75,10,30,40,15,9,5,10,14,92,1,1,'Portland Trail Blazers',36.810811,81.810811,0.44995,8.378378,23.27027,0.360046,16.108108,20.77027,0.775537,10.864865,30.432432,41.297297,21.77027,6.621622,4.554054,14.216216,18.513514,98.108108,0.472973,0.445946,39,67,0.58209,13,23,0.565217,11,17,0.647059,3,27,30,25,2,2,16,17,102,0,0,0
'Cleveland Cavaliers',36.462963,84.703704,0.430477,7.12963,20.240741,0.352242,17.055556,22.462963,0.759275,12.611111,28.388889,41,20.388889,8.185185,3.759259,13.648148,21.314815,97.111111,0.481481,0.314815,38,77,0.493506,5,14,0.357143,24,34,0.705882,12,22,34,20,6,3,8,18,105,1,1,'Orlando Magic',37.618182,83.6,0.449978,6.472727,19.2,0.337121,12.072727,15.690909,0.769409,10.654545,32.181818,42.836364,23.236364,5.981818,4.254545,14.109091,18.836364,93.781818,0.509091,0.272727,35,84,0.416667,5,15,0.333333,7,9,0.777778,11,31,42,19,6,8,12,26,82,0,0,0
'Los Angeles Clippers',38.806452,80.741935,0.480623,7.129032,20.096774,0.354735,17.612903,24.419355,0.721268,11.225806,30.451613,41.677419,23.677419,10.774194,6.419355,13.83871,21.16129,102.354839,0.580645,0.806452,39,78,0.5,8,18,0.444444,21,29,0.724138,9,32,41,25,10,10,12,26,107,1,1,'Denver Nuggets',39.3125,84.4375,0.465581,6.15625,18.59375,0.331092,17.09375,24.9375,0.685464,13.90625,32.25,46.15625,22.90625,7.875,6.65625,15.09375,20.25,101.875,0.3125,0.53125,29,68,0.426471,3,16,0.1875,11,18,0.611111,10,31,41,17,5,7,16,17,72,0,0,1
'Los Angeles Clippers',38.216667,80.516667,0.474643,7.283333,20.383333,0.357318,16.733333,23.75,0.704561,11.516667,30.25,41.766667,23.366667,9.916667,5.883333,14.216667,20.883333,100.45,0.483333,0.7,39,80,0.4875,4,23,0.173913,17,21,0.809524,9,27,36,18,8,6,11,26,99,0,1,'Cleveland Cavaliers',36.637931,84.517241,0.433497,7.103448,20.068966,0.353952,17.396552,22.689655,0.766717,12.655172,28.293103,40.948276,20.534483,8.155172,3.810345,13.413793,21.172414,97.775862,0.465517,0.344828,34,82,0.414634,5,13,0.384615,30,32,0.9375,13,27,40,26,7,5,10,19,103,1,1,0
'Orlando Magic',37.742424,83.530303,0.451841,6.5,19.530303,0.332816,12.409091,16.060606,0.772642,10.484848,31.69697,42.181818,23.227273,6.136364,4.166667,14.166667,19.439394,94.393939,0.530303,0.272727,40,92,0.434783,7,27,0.259259,17,21,0.809524,7,26,33,12,12,0,10,23,104,0,0,'Milwaukee Bucks',38.078125,86.875,0.438309,6.78125,19.015625,0.356615,15.921875,21.53125,0.739478,12.609375,31.015625,43.625,22.859375,8.40625,7.140625,13.796875,19.390625,98.859375,0.5,0.5,33,89,0.370787,9,25,0.36,19,21,0.904762,19,29,48,18,6,4,10,16,94,1,0,1
'Washington Wizards',34.2,83.85,0.407871,6.75,21.5,0.313953,15.55,20.7,0.751208,11.75,31.25,43,20.2,8.05,4.95,14.65,21.15,90.7,0.5,0.15,36,83,0.433735,8,21,0.380952,16,20,0.8,13,35,48,19,6,4,19,24,96,1,0,'Miami Heat',38.8,78.25,0.495847,8.35,20.2,0.413366,17.25,22.8,0.756579,7.75,31.05,38.8,22.75,7.9,4.5,13.85,19.35,103.2,0.6,0.7,38,80,0.475,7,22,0.318182,12,15,0.8,6,32,38,18,6,3,17,13,95,1,0,1
'Cleveland Cavaliers',34.916667,85.25,0.40958,8,22.625,0.353591,15.833333,21.791667,0.726577,14.041667,28.666667,42.708333,19.666667,8.5,3.125,15.125,22.25,93.666667,0.416667,0.208333,32,81,0.395062,9,18,0.5,13,14,0.928571,15,31,46,21,11,4,24,22,86,1,0,'New York Knicks',37.409091,82.954545,0.450959,12,29.136364,0.411856,16.409091,21.636364,0.758403,10.090909,29.272727,39.363636,20.181818,8.954545,3.727273,10.318182,18.863636,103.227273,0.409091,0.772727,42,79,0.531646,12,25,0.48,20,30,0.666667,4,29,33,25,10,2,6,20,116,1,1,1
'Atlanta Hawks',37.467532,80.61039,0.464798,8.779221,23.350649,0.375973,13.87013,19.61039,0.707285,9.12987,31.493506,40.623377,24.519481,8.012987,4.636364,14.376623,18,97.584416,0.506494,0.545455,34,73,0.465753,5,17,0.294118,17,27,0.62963,6,35,41,23,5,4,12,19,90,1,0,'San Antonio Spurs',39.289474,81.118421,0.484347,8.276316,21.723684,0.380981,16.671053,21.105263,0.7899,8.118421,33.052632,41.171053,25.092105,8.473684,5.328947,14.144737,17.263158,103.526316,0.5,0.736842,33,83,0.39759,8,21,0.380952,14,17,0.823529,11,33,44,21,7,5,10,10,88,0,0,1
'Chicago Bulls',35.55,80.45,0.441889,4.4,12.75,0.345098,18.35,22.9,0.80131,12.75,31.75,44.5,22.7,7.05,5.3,15.3,19.25,93.85,0.6,0.55,35,87,0.402299,10,20,0.5,9,12,0.75,18,32,50,26,8,4,16,18,89,1,0,'Philadelphia 76ers',35.952381,83.52381,0.430445,6.428571,17.761905,0.36193,14.47619,19.47619,0.743276,11.142857,30.238095,41.380952,21.238095,8.142857,5.428571,11.857143,19.47619,92.809524,0.619048,0.571429,44,82,0.536585,4,11,0.363636,12,23,0.521739,13,32,45,23,8,7,11,25,104,1,1,0
'Brooklyn Nets',35.090909,79.318182,0.442407,7.772727,21.636364,0.359244,17.257576,23.5,0.734365,12.515152,30.181818,42.69697,20.090909,7.106061,4.757576,14,18.015152,95.212121,0.545455,0.575758,36,86,0.418605,8,23,0.347826,13,16,0.8125,17,33,50,17,7,1,16,14,93,1,0,'Detroit Pistons',36.161765,81.308824,0.444746,6.235294,17.294118,0.360544,15.911765,22.941176,0.69359,12.235294,30.352941,42.588235,20.926471,6.823529,5.191176,14.323529,19.735294,94.470588,0.514706,0.338235,40,76,0.526316,5,17,0.294118,16,24,0.666667,7,26,33,19,7,3,13,22,101,0,0,0
'Toronto Raptors',35.32,83.08,0.425132,7.24,22.04,0.328494,17.64,22.68,0.777778,10.6,30.12,40.72,20.8,7.12,5.24,12.84,23.72,95.52,0.4,0.24,39,85,0.458824,8,30,0.266667,17,20,0.85,5,38,43,29,6,13,7,24,103,1,1,'Cleveland Cavaliers',35.12,85.12,0.412594,8.04,22.68,0.354497,15.72,21.6,0.727778,13.84,28.96,42.8,19.48,8.36,3,15,22.28,94,0.4,0.2,40,82,0.487805,9,24,0.375,13,17,0.764706,9,36,45,15,5,0,12,23,102,0,0,0
'Cleveland Cavaliers',35.512195,84.731707,0.419113,7.536585,21.390244,0.352338,16.414634,22.02439,0.745293,13.146341,28.365854,41.512195,19.341463,8.317073,3.463415,14.146341,22.04878,94.97561,0.390244,0.243902,32,83,0.385542,4,17,0.235294,25,32,0.78125,10,30,40,16,11,4,8,16,93,0,1,'Utah Jazz',36.475,81.725,0.446314,6.525,17.5,0.372857,18.95,24.675,0.767984,12.6,29.75,42.35,22.8,8.275,6.35,14.45,21.925,98.425,0.4,0.525,36,76,0.473684,8,18,0.444444,24,28,0.857143,13,27,40,25,9,2,14,20,104,1,1,1
'Charlotte Bobcats',34.538462,84.692308,0.407811,5.615385,18.692308,0.300412,20.307692,25.923077,0.783383,12,29.923077,41.923077,18.153846,9.461538,7.230769,13.307692,20.769231,95,0.615385,0.538462,23,79,0.291139,6,22,0.272727,17,22,0.772727,11,26,37,12,9,4,11,19,69,0,0,'Atlanta Hawks',37.333333,81.25,0.459487,7.833333,22,0.356061,12.666667,18.5,0.684685,9.166667,30.75,39.916667,22.916667,8.916667,5.083333,15.25,18.5,95.166667,0.5,0.666667,38,75,0.506667,7,17,0.411765,21,26,0.807692,8,31,39,26,5,2,18,18,104,1,1,1
'New York Knicks',37.25,83.4,0.446643,11.9,29.4,0.404762,16.35,21.4,0.764019,10.4,29.5,39.9,19.95,9.1,3.9,10.55,18.7,102.75,0.4,0.75,37,86,0.430233,12,30,0.4,26,37,0.702703,13,26,39,20,9,2,9,22,112,1,1,'Brooklyn Nets',35.789474,81.526316,0.438993,7.736842,22.894737,0.337931,16.789474,23.105263,0.726651,13.052632,29.210526,42.263158,21.736842,6.947368,5.157895,13.315789,18.736842,96.105263,0.578947,0.578947,32,79,0.405063,7,25,0.28,17,23,0.73913,12,32,44,22,9,5,20,20,88,1,0,0
'Minnesota Timberwolves',35.392157,81.176471,0.43599,5.45098,18.058824,0.301846,18.862745,25.745098,0.732673,12.882353,30.568627,43.45098,21.843137,7.960784,4.941176,14.627451,18.392157,95.098039,0.509804,0.392157,28,70,0.4,5,13,0.384615,33,44,0.75,10,41,51,21,9,5,15,23,94,1,1,'Oklahoma City Thunder',38.148148,79.222222,0.481533,7.62963,19.611111,0.389046,22.351852,26.944444,0.829553,10.203704,32.611111,42.814815,21.944444,8.444444,7.518519,15.185185,20.259259,106.277778,0.5,0.722222,42,87,0.482759,11,28,0.392857,24,27,0.888889,13,35,48,25,6,11,23,22,119,0,0,1
'New York Knicks',37.647059,82.764706,0.454869,11.764706,28.882353,0.407332,15.647059,20.235294,0.773256,10,29.588235,39.588235,20.294118,9.058824,3.882353,10.588235,18.588235,102.705882,0.411765,0.764706,39,92,0.423913,13,41,0.317073,9,13,0.692308,10,26,36,23,9,8,8,18,100,0,1,'Miami Heat',39.1875,79.5625,0.492537,8.625,20.875,0.413174,17.375,22.9375,0.757493,8.625,30.75,39.375,23.375,7.6875,4.5625,13.5,19.8125,104.375,0.5,0.75,41,89,0.460674,8,28,0.285714,11,16,0.6875,12,31,43,27,6,2,12,20,101,0,0,0
'Memphis Grizzlies',36.139535,83.069767,0.43505,4.627907,13.697674,0.337861,16.27907,20.604651,0.790068,13.72093,29.372093,43.093023,20.44186,9.069767,5.372093,13.837209,19.860465,93.186047,0.55814,0.651163,32,88,0.363636,3,16,0.1875,16,18,0.888889,22,25,47,18,10,7,15,17,83,1,0,'Philadelphia 76ers',37.186047,83.860465,0.443428,6.465116,18.069767,0.357786,12.418605,17.232558,0.720648,10.744186,30.325581,41.069767,22.093023,7.302326,5.093023,12.511628,19,93.255814,0.511628,0.418605,38,75,0.506667,6,19,0.315789,15,22,0.681818,4,30,34,16,6,5,11,22,97,1,1,0
'Sacramento Kings',36.5,83.233333,0.438526,6.966667,19.133333,0.364111,16.833333,21.833333,0.770992,11.466667,29.066667,40.533333,19.833333,8.133333,4.7,13.8,21.1,96.8,0.566667,0.366667,44,82,0.536585,10,20,0.5,20,25,0.8,10,35,45,28,8,8,13,21,118,1,1,'Detroit Pistons',35.727273,81.212121,0.439925,6.272727,16.454545,0.381215,17.181818,23.848485,0.720457,12.454545,30.878788,43.333333,20.181818,5.969697,5.30303,14.181818,20.090909,94.909091,0.484848,0.333333,39,82,0.47561,6,18,0.333333,12,15,0.8,16,31,47,16,5,5,16,13,96,1,1,1
'Minnesota Timberwolves',35.814815,81.617284,0.438814,5.407407,17.851852,0.302905,18.555556,25.012346,0.741856,11.91358,30.074074,41.987654,22.345679,8.506173,4.753086,14.160494,18.419753,95.592593,0.506173,0.37037,32,75,0.426667,2,17,0.117647,14,18,0.777778,3,35,38,21,7,3,12,18,80,1,0,'San Antonio Spurs',39.222222,81.432099,0.481656,8.098765,21.555556,0.375716,16.580247,21.024691,0.788608,8.17284,33.148148,41.320988,25.160494,8.518519,5.481481,14.098765,17.345679,103.123457,0.493827,0.716049,45,98,0.459184,8,24,0.333333,8,13,0.615385,10,29,39,30,13,1,15,18,106,0,0,0
'Milwaukee Bucks',37.16129,85.774194,0.433246,5.967742,17.709677,0.336976,16.129032,21.580645,0.747384,12.580645,30.677419,43.258065,21.903226,8.903226,7.258065,14.16129,19.451613,96.419355,0.548387,0.516129,39,87,0.448276,6,14,0.428571,17,23,0.73913,17,32,49,23,10,7,25,21,101,1,0,'Indiana Pacers',33.848485,80.151515,0.422306,6.454545,18.69697,0.345219,17.090909,23.272727,0.734375,12.424242,33.151515,45.575758,19.666667,6.424242,6.909091,14.878788,19.363636,91.242424,0.424242,0.575758,27,85,0.317647,4,17,0.235294,17,28,0.607143,16,31,47,14,8,7,18,15,75,0,0,1
'Portland Trail Blazers',42,83,0.506024,9,20,0.45,23,28,0.821429,10,20,30,19,10,5,12,20,116,1,1,42,83,0.506024,9,20,0.45,23,28,0.821429,10,20,30,19,10,5,12,20,116,1,1,'Oklahoma City Thunder',29,77,0.376623,7,17,0.411765,19,23,0.826087,12,36,48,18,6,5,18,20,84,0,0,29,77,0.376623,7,17,0.411765,19,23,0.826087,12,36,48,18,6,5,18,20,84,0,0,1
'Charlotte Bobcats',34.586957,81.543478,0.424154,5.717391,16.26087,0.351604,19.630435,26.043478,0.753756,11.456522,29.347826,40.804348,18.76087,7.347826,6.413043,13.23913,19.673913,94.521739,0.521739,0.23913,33,79,0.417722,8,19,0.421053,21,24,0.875,9,26,35,18,7,7,13,23,95,0,0,'Miami Heat',38.522727,78.636364,0.489884,8.159091,21.272727,0.383547,17.136364,22.681818,0.755511,8.454545,30.522727,38.977273,22.295455,8.318182,5,13.204545,19.727273,102.340909,0.477273,0.681818,40,75,0.533333,3,12,0.25,17,23,0.73913,7,27,34,19,10,4,12,23,100,0,1,1
'Brooklyn Nets',35.8,80.85,0.442795,7.55,22.65,0.333333,17,23.35,0.728051,12.75,29.25,42,21.7,6.85,5.05,13.2,18.85,96.15,0.6,0.55,36,68,0.529412,4,18,0.222222,21,28,0.75,7,30,37,21,5,3,11,21,97,1,0,'Toronto Raptors',35.136364,83.318182,0.421713,7.136364,21.227273,0.336188,18.136364,23.090909,0.785433,10.863636,29.909091,40.772727,20.363636,6.818182,5.090909,13.181818,23.818182,95.545455,0.318182,0.181818,26,74,0.351351,3,21,0.142857,19,21,0.904762,9,36,45,13,5,5,14,20,74,0,0,0
'Memphis Grizzlies',36.25,83.464286,0.434318,5.107143,14.714286,0.347087,17.071429,21.428571,0.796667,13.678571,29.5,43.178571,20.892857,9.428571,5.5,14.392857,20.178571,94.678571,0.571429,0.678571,31,82,0.378049,3,11,0.272727,18,24,0.75,18,26,44,17,10,5,16,22,83,0,0,'Boston Celtics',36.666667,79.566667,0.460829,5.5,15.8,0.348101,17.033333,21.4,0.79595,7.933333,30.566667,38.5,23.1,8.6,3.933333,13.933333,20.9,95.866667,0.466667,0.466667,36,86,0.418605,7,22,0.318182,17,19,0.894737,10,25,35,25,7,3,12,23,96,0,0,0
'Memphis Grizzlies',36.15625,82.4375,0.43859,5.1875,14.46875,0.358531,17.28125,21.46875,0.804949,13.28125,29.8125,43.09375,21,9.4375,5.5,14.21875,20.09375,94.78125,0.53125,0.6875,39,80,0.4875,11,20,0.55,24,27,0.888889,11,33,44,29,8,6,8,24,113,0,1,'Golden State Warriors',38.090909,83.484848,0.456261,7.878788,20.393939,0.38633,17.30303,21.787879,0.794159,11.545455,34.030303,45.575758,22.727273,7.121212,4.090909,15.121212,21.939394,101.363636,0.454545,0.666667,32,72,0.444444,5,20,0.25,20,26,0.769231,5,25,30,19,4,8,16,17,89,0,0,0
'Portland Trail Blazers',36.22,82.16,0.440847,8.16,23.98,0.340284,16.44,21.26,0.773283,11.58,30.42,42,21.16,7.18,4.82,14.52,18.84,97.04,0.5,0.5,40,88,0.454545,8,26,0.307692,15,20,0.75,15,25,40,21,4,4,11,12,103,0,0,'Orlando Magic',37.54,83.3,0.45066,6.68,19.42,0.343975,12.28,15.76,0.779188,10.56,32.12,42.68,23.14,5.98,4.3,14.28,18.8,94.04,0.5,0.28,45,86,0.523256,8,21,0.380952,10,13,0.769231,9,30,39,30,3,7,19,26,108,0,0,1
'New York Knicks',37.5,82.1,0.45676,11.2,27.8,0.402878,15.5,20.5,0.756098,10,30.7,40.7,19.9,9,3.6,10.3,18.1,101.7,0.4,0.8,39,77,0.506494,15,31,0.483871,18,22,0.818182,5,32,37,25,10,2,14,17,111,0,0,'Houston Rockets',35.416667,83.75,0.422886,8.583333,26.666667,0.321875,19.416667,25,0.776667,12.75,32.916667,45.666667,21.5,8.25,4.333333,16.916667,20.166667,98.833333,0.5,0.416667,32,74,0.432432,7,19,0.368421,22,31,0.709677,10,35,45,15,8,6,23,18,93,1,1,1
'Boston Celtics',37.185185,79.37037,0.468502,5.444444,15.333333,0.355072,17.222222,21.740741,0.792164,7.703704,30.888889,38.592593,23.333333,8.740741,4.037037,13.888889,20.962963,97.037037,0.518519,0.518519,38,77,0.493506,6,10,0.6,11,13,0.846154,9,32,41,25,10,4,11,25,93,0,1,'Los Angeles Clippers',38.75,80.821429,0.479452,6.928571,19.714286,0.351449,17.142857,23.678571,0.723982,11.357143,30.5,41.857143,23.5,10.75,6.5,14.071429,20.821429,101.571429,0.571429,0.785714,45,93,0.483871,11,25,0.44,11,19,0.578947,16,29,45,29,12,6,15,21,112,1,1,1
'Portland Trail Blazers',36.042553,82.255319,0.438179,8.148936,23.93617,0.340444,16.574468,21.446809,0.772817,11.680851,30.425532,42.106383,21.148936,7.319149,4.851064,14.489362,18.851064,96.808511,0.531915,0.510638,38,75,0.506667,10,18,0.555556,19,28,0.678571,10,39,49,25,2,6,16,17,105,1,1,'Minnesota Timberwolves',35.568182,81.704545,0.435327,5.545455,18.454545,0.300493,18.522727,25.454545,0.727679,13.159091,30.659091,43.818182,22,7.863636,5.159091,14.681818,18.227273,95.204545,0.477273,0.409091,45,77,0.584416,5,15,0.333333,20,29,0.689655,15,29,44,30,12,5,18,27,115,1,1,0
'Los Angeles Lakers',37.230769,81.666667,0.455887,9,25.205128,0.35707,19.615385,28.384615,0.691057,12.384615,32.871795,45.25641,22.102564,7.435897,5.589744,15,19.25641,103.076923,0.564103,0.435897,31,72,0.430556,10,22,0.454545,18,28,0.642857,8,34,42,22,3,1,20,23,90,1,0,'Toronto Raptors',36.075,82.2,0.438869,7.625,21.9,0.348174,17.35,22.4,0.774554,10.85,29.275,40.125,22.45,7.3,4.625,12.55,22.825,97.125,0.475,0.35,40,88,0.454545,11,25,0.44,10,13,0.769231,10,32,42,29,6,5,18,19,101,0,0,1
'Houston Rockets',38.754098,83.098361,0.466364,10.622951,28.721311,0.369863,18.901639,25.114754,0.752611,10.852459,32.032787,42.885246,23.540984,8.52459,3.934426,15.770492,20.147541,107.032787,0.47541,0.540984,46,80,0.575,14,34,0.411765,30,40,0.75,10,35,45,30,13,0,13,21,136,1,1,'Dallas Mavericks',38.254237,84.254237,0.454033,7.271186,19.830508,0.366667,17.220339,21.694915,0.79375,9.576271,32.677966,42.254237,22.644068,8.033898,5.491525,13.881356,21.186441,101,0.474576,0.440678,38,80,0.475,12,27,0.444444,15,24,0.625,9,23,32,19,8,3,18,33,103,0,0,1
'Atlanta Hawks',37.8125,82.6875,0.457294,8.5,22.75,0.373626,13.3125,19.1875,0.693811,10.5625,29.75,40.3125,23.4375,9.25,5.0625,14.5,18.5,97.4375,0.625,0.6875,41,85,0.482353,10,26,0.384615,12,19,0.631579,15,32,47,23,7,1,14,19,104,1,1,'Memphis Grizzlies',36.823529,83,0.443657,5.705882,15.647059,0.364662,19.705882,24.470588,0.805288,12.823529,29.705882,42.529412,21.294118,9.588235,5.529412,14.058824,21,99.058824,0.588235,0.823529,36,72,0.5,8,17,0.470588,16,22,0.727273,11,35,46,23,9,6,16,17,96,0,1,0
'New York Knicks',37.216216,83.675676,0.444767,11.189189,28.837838,0.388004,15.864865,21.189189,0.748724,10.918919,29.540541,40.459459,20.108108,8.432432,3.864865,10.756757,19.162162,101.486486,0.513514,0.648649,35,81,0.432099,11,30,0.366667,19,25,0.76,10,35,45,24,6,5,9,21,100,1,1,'Detroit Pistons',35.947368,80.921053,0.444228,6.315789,16.894737,0.373832,16.815789,23.552632,0.713966,12.526316,31.078947,43.605263,20.263158,6.157895,5.710526,14.447368,19.921053,95.026316,0.526316,0.368421,34,65,0.523077,6,16,0.375,13,21,0.619048,7,25,32,21,9,6,17,22,87,1,0,0
'Brooklyn Nets',35.362319,79.434783,0.445174,7.797101,21.666667,0.359866,17.289855,23.463768,0.736875,12.492754,30.072464,42.565217,20.217391,7.144928,4.724638,13.869565,18,95.811594,0.521739,0.57971,34,74,0.459459,9,25,0.36,18,24,0.75,10,23,33,27,9,2,15,21,95,0,0,'Phoenix Suns',37.028571,84.142857,0.440068,5.628571,17.528571,0.321108,14.6,19.842857,0.735781,11.671429,30.157143,41.828571,22.142857,8.085714,5.257143,14.814286,20.657143,94.285714,0.5,0.328571,36,95,0.378947,4,22,0.181818,10,21,0.47619,17,31,48,24,9,2,16,29,86,1,0,0
'Boston Celtics',36.773585,80.45283,0.457083,5.641509,16.584906,0.340159,16.528302,21.056604,0.784946,8.54717,31.45283,40,23.320755,8.660377,4.226415,13.792453,21.584906,95.716981,0.54717,0.528302,35,79,0.443038,7,20,0.35,13,16,0.8125,8,31,39,22,6,2,12,24,90,0,0,'Los Angeles Lakers',37.12963,81.296296,0.45672,8.518519,24.240741,0.351413,18.851852,27.185185,0.69346,11.666667,32.981481,44.648148,22.203704,7.203704,5.37037,14.907407,18.407407,101.62963,0.5,0.462963,38,75,0.506667,6,20,0.3,19,27,0.703704,10,27,37,30,9,2,16,17,101,1,0,1
