0.54493	5.10E-02
0.61295	6.65E-01
0.64445	1.60E+00
0.62474	2.69E+00
0.62661	3.49E+00
0.62981	4.36E+00
0.63542	5.30E+00
0.63961	6.30E+00
0.64412	7.35E+00
0.64512	8.45E+00
0.6457	9.65E+00
0.65023	1.09E+01
0.64873	1.22E+01
0.65156	1.36E+01
0.6544	1.49E+01
0.65706	1.62E+01
0.65593	1.75E+01
0.65996	1.89E+01
0.66289	2.04E+01
0.6673	2.19E+01
0.67426	2.35E+01
0.67819	2.52E+01
0.68127	2.69E+01
0.68275	2.87E+01
0.68593	3.06E+01
0.69116	3.25E+01
0.69381	3.45E+01
0.69814	3.65E+01
0.70111	3.86E+01
0.70685	4.07E+01
0.71055	4.29E+01
0.71184	4.51E+01
0.71703	4.74E+01
0.71911	4.97E+01
0.72201	5.20E+01
0.72612	5.45E+01
0.73014	5.70E+01
0.73258	5.95E+01
0.73651	6.20E+01
0.73811	6.50E+01
0.74103	6.75E+01
0.74285	7.05E+01
0.74417	7.30E+01
0.74821	7.60E+01
0.74745	7.90E+01
0.7519	8.20E+01
0.75707	8.50E+01
0.75913	8.80E+01
0.76314	9.10E+01
0.76423	9.45E+01
0.76697	9.75E+01
0.76825	1.01E+02
0.76895	1.04E+02
0.77095	1.08E+02
0.77292	1.11E+02
0.7747	1.14E+02
0.77637	1.18E+02
0.77916	1.21E+02
0.78026	1.25E+02
0.78169	1.29E+02
0.78336	1.32E+02
0.78596	1.36E+02
0.78794	1.40E+02
0.78984	1.44E+02
0.7911	1.48E+02
0.79485	1.52E+02
0.79693	1.56E+02
0.79912	1.60E+02
0.80026	1.64E+02
0.80115	1.68E+02
0.80476	1.73E+02
0.80566	1.78E+02
0.80783	1.82E+02
0.81049	1.87E+02
0.81245	1.92E+02
0.81481	1.96E+02
0.81643	2.01E+02
0.8198	2.06E+02
0.82199	2.12E+02
0.82206	2.17E+02
0.82486	2.22E+02
0.82547	2.27E+02
0.82791	2.33E+02
0.82944	2.38E+02
0.83148	2.44E+02
0.83335	2.50E+02
0.83451	2.55E+02
0.83707	2.61E+02
0.83771	2.67E+02
0.83907	2.73E+02
0.8405	2.79E+02
0.84136	2.85E+02
0.84291	2.91E+02
0.84432	2.98E+02
0.84609	3.04E+02
0.84647	3.10E+02
0.84786	3.17E+02
0.84872	3.24E+02
0.8501	3.30E+02
0.85049	3.37E+02
0.85142	3.43E+02
0.8528	3.50E+02
0.85357	3.56E+02
0.85418	3.63E+02
0.85521	3.69E+02
0.85587	3.76E+02
0.85655	3.82E+02
0.8573	3.89E+02
0.85801	3.96E+02
0.85931	4.03E+02
0.86059	4.10E+02
0.86161	4.17E+02
0.86227	4.24E+02
0.86306	4.32E+02
0.86398	4.39E+02
0.86498	4.47E+02
0.86536	4.54E+02
0.86618	4.61E+02
0.86635	4.69E+02
0.86701	4.76E+02
0.86745	4.84E+02
0.86749	4.91E+02
0.86804	4.99E+02
0.86856	5.05E+02
0.86935	5.15E+02
0.86948	5.20E+02
0.87047	5.30E+02
0.87062	5.35E+02
0.87115	5.45E+02
0.87175	5.50E+02
0.87289	5.60E+02
0.87334	5.70E+02
0.87361	5.75E+02
0.87435	5.85E+02
0.87523	5.90E+02
0.87571	6.00E+02
0.87622	6.10E+02
0.87715	6.15E+02
0.87765	6.25E+02
0.87831	6.35E+02
0.87862	6.40E+02
0.87901	6.50E+02
0.87917	6.60E+02
0.87935	6.70E+02
0.87993	6.75E+02
0.8804	6.85E+02
0.88096	6.95E+02
0.88136	7.05E+02
0.88193	7.15E+02
0.88246	7.20E+02
0.88267	7.30E+02
0.88322	7.40E+02
0.88348	7.50E+02
0.88357	7.60E+02
0.88394	7.70E+02
0.88403	7.80E+02
0.88428	7.90E+02
0.88482	8.00E+02
0.88492	8.05E+02
0.88527	8.15E+02
0.88569	8.25E+02
0.88592	8.35E+02
0.88629	8.45E+02
0.88664	8.55E+02
0.88693	8.65E+02
0.8873	8.75E+02
0.88763	8.85E+02
0.8884	8.95E+02
0.8889	9.05E+02
0.88962	9.15E+02
0.88958	9.25E+02
0.88985	9.35E+02
0.89034	9.45E+02
0.89084	9.60E+02
0.89142	9.70E+02
0.89155	9.80E+02
0.89183	9.90E+02
0.89212	1.00E+03
0.89243	1.01E+03
0.89258	1.02E+03
0.89294	1.04E+03
0.89393	1.05E+03
0.8941	1.06E+03
0.89441	1.07E+03
0.89469	1.08E+03
0.89495	1.09E+03
0.89546	1.10E+03
0.89565	1.11E+03
0.89605	1.12E+03
0.89651	1.14E+03
0.89675	1.15E+03
0.89689	1.16E+03
0.89735	1.17E+03
0.8977	1.18E+03
0.89809	1.19E+03
0.89834	1.21E+03
0.89858	1.22E+03
0.89862	1.23E+03
0.89916	1.24E+03
0.89959	1.26E+03
0.89973	1.27E+03
0.90011	1.28E+03
0.90033	1.29E+03
0.90071	1.31E+03
0.90097	1.32E+03
0.90118	1.33E+03
0.90144	1.34E+03
0.90179	1.36E+03
0.90204	1.37E+03
0.90229	1.38E+03
0.90253	1.39E+03
0.90265	1.41E+03
0.90292	1.42E+03
0.90315	1.43E+03
0.9036	1.45E+03
0.90365	1.46E+03
0.90428	1.47E+03
0.90446	1.49E+03
0.90493	1.50E+03
0.90527	1.51E+03
0.9055	1.53E+03
0.90576	1.54E+03
0.9061	1.55E+03
0.90624	1.57E+03
0.90653	1.58E+03
0.90689	1.60E+03
0.90722	1.61E+03
0.9075	1.62E+03
0.90776	1.64E+03
0.90809	1.65E+03
0.90805	1.67E+03
0.90831	1.68E+03
0.90893	1.70E+03
0.90948	1.71E+03
0.90985	1.73E+03
0.91016	1.74E+03
0.91041	1.76E+03
0.91076	1.77E+03
0.91126	1.79E+03
0.91133	1.80E+03
0.91148	1.82E+03
0.91169	1.83E+03
